,State,County,Value,Gender,Race/Ethnicity,LatLng
48458,TX,Baylor County,379.6,Overall,White,"(33.615467, -99.209649)"
48459,TX,Bee County,375.2,Overall,White,"(28.411146, -97.743253)"
48460,TX,Bell County,336.0,Overall,White,"(31.045863, -97.482712)"
48461,TX,Bexar County,366.2,Overall,White,"(29.453009, -98.524606)"
48462,TX,Blanco County,260.7,Overall,White,"(30.272461, -98.397174)"
48463,TX,Borden County,455.7,Overall,White,"(32.73961, -101.432429)"
48464,TX,Bosque County,371.5,Overall,White,"(31.905356, -97.634677)"
48465,TX,Bowie County,511.8,Overall,White,"(33.448664, -94.416258)"
48466,TX,Brazoria County,373.7,Overall,White,"(29.192432, -95.462105)"
48467,TX,Brazos County,319.8,Overall,White,"(30.670047, -96.301543)"
48468,TX,Brewster County,344.3,Overall,White,"(29.81452, -103.250155)"
48469,TX,Briscoe County,364.2,Overall,White,"(34.529564, -101.208094)"
48470,TX,Brooks County,256.9,Overall,White,"(27.037142, -98.227611)"
48471,TX,Brown County,411.1,Overall,White,"(31.777174, -98.999606)"
48472,TX,Burleson County,351.5,Overall,White,"(30.499639, -96.621876)"
48473,TX,Burnet County,282.7,Overall,White,"(30.797542, -98.182888)"
48474,TX,Caldwell County,349.6,Overall,White,"(29.840307, -97.629289)"
48475,TX,Calhoun County,367.0,Overall,White,"(28.470103, -96.645264)"
48476,TX,Callahan County,415.6,Overall,White,"(32.303606, -99.373446)"
48477,TX,Cameron County,255.0,Overall,White,"(26.133588, -97.544803)"
48478,TX,Camp County,435.9,Overall,White,"(32.981536, -94.975645)"
48479,TX,Carson County,442.8,Overall,White,"(35.403924, -101.35697)"
48480,TX,Cass County,462.6,Overall,White,"(33.080237, -94.34325)"
48481,TX,Castro County,378.8,Overall,White,"(34.530548, -102.257559)"
48482,TX,Chambers County,383.0,Overall,White,"(29.745536, -94.609789)"
48483,TX,Cherokee County,469.2,Overall,White,"(31.84112, -95.168269)"
48484,TX,Childress County,424.0,Overall,White,"(34.529714, -100.208556)"
48485,TX,Clay County,433.9,Overall,White,"(33.784654, -98.205065)"
48486,TX,Cochran County,400.4,Overall,White,"(33.601838, -102.818093)"
48487,TX,Coke County,420.2,Overall,White,"(31.89263, -100.527805)"
48488,TX,Coleman County,405.0,Overall,White,"(31.776377, -99.45247)"
48489,TX,Collin County,260.2,Overall,White,"(33.190918, -96.565087)"
48490,TX,Collingsworth County,479.0,Overall,White,"(34.963311, -100.268348)"
48491,TX,Colorado County,354.2,Overall,White,"(29.621338, -96.533325)"
48492,TX,Comal County,304.8,Overall,White,"(29.812207, -98.289011)"
48493,TX,Comanche County,411.7,Overall,White,"(31.95219, -98.561002)"
48494,TX,Concho County,319.5,Overall,White,"(31.329231, -99.863384)"
48495,TX,Cooke County,411.7,Overall,White,"(33.641809, -97.204001)"
48496,TX,Coryell County,373.3,Overall,White,"(31.395079, -97.800221)"
48497,TX,Cottle County,421.3,Overall,White,"(34.081151, -100.284343)"
48498,TX,Crane County,556.1,Overall,White,"(31.43088, -102.511613)"
48499,TX,Crockett County,464.8,Overall,White,"(30.727957, -101.413014)"
48500,TX,Crosby County,363.7,Overall,White,"(33.612984, -101.303773)"
48501,TX,Culberson County,378.9,Overall,White,"(31.457503, -104.516424)"
48502,TX,Dallam County,443.1,Overall,White,"(36.272944, -102.596539)"
48503,TX,Dallas County,344.3,Overall,White,"(32.773775, -96.773226)"
48504,TX,Dawson County,404.5,Overall,White,"(32.739263, -101.945821)"
48505,TX,Deaf Smith County,373.8,Overall,White,"(34.964992, -102.595958)"
48506,TX,Delta County,465.3,Overall,White,"(33.388888, -95.66343)"
48507,TX,Denton County,278.3,Overall,White,"(33.209951, -97.11254)"
48508,TX,DeWitt County,375.4,Overall,White,"(29.085185, -97.361764)"
48509,TX,Dickens County,390.9,Overall,White,"(33.613871, -100.782481)"
48510,TX,Dimmit County,319.9,Overall,White,"(28.422438, -99.751303)"
48511,TX,Donley County,472.4,Overall,White,"(34.964522, -100.813885)"
48512,TX,Duval County,390.7,Overall,White,"(27.686159, -98.514196)"
48513,TX,Eastland County,424.2,Overall,White,"(32.332842, -98.832027)"
48514,TX,Ector County,580.7,Overall,White,"(31.869514, -102.545049)"
48515,TX,Edwards County,312.0,Overall,White,"(29.981162, -100.305712)"
48516,TX,Ellis County,350.0,Overall,White,"(32.359899, -96.79456)"
48517,TX,El Paso County,373.4,Overall,White,"(31.775248, -106.244989)"
48518,TX,Erath County,402.5,Overall,White,"(32.240439, -98.21503)"
48519,TX,Falls County,346.6,Overall,White,"(31.258898, -96.935139)"
48520,TX,Fannin County,494.6,Overall,White,"(33.596707, -96.101851)"
48521,TX,Fayette County,359.6,Overall,White,"(29.883069, -96.927656)"
48522,TX,Fisher County,470.6,Overall,White,"(32.740514, -100.404855)"
48523,TX,Floyd County,360.8,Overall,White,"(34.072796, -101.305009)"
48524,TX,Foard County,386.0,Overall,White,"(33.973911, -99.781641)"
48525,TX,Fort Bend County,280.4,Overall,White,"(29.53311, -95.773761)"
48526,TX,Franklin County,443.8,Overall,White,"(33.183302, -95.215584)"
48527,TX,Freestone County,433.5,Overall,White,"(31.711473, -96.149515)"
48528,TX,Frio County,399.8,Overall,White,"(28.865095, -99.110262)"
48529,TX,Gaines County,422.2,Overall,White,"(32.735901, -102.629158)"
48530,TX,Galveston County,341.3,Overall,White,"(29.406798, -94.955315)"
48531,TX,Garza County,352.4,Overall,White,"(33.172933, -101.302538)"
48532,TX,Gillespie County,277.9,Overall,White,"(30.324468, -98.949262)"
48533,TX,Glasscock County,395.4,Overall,White,"(31.871895, -101.521498)"
48534,TX,Goliad County,346.7,Overall,White,"(28.653769, -97.427707)"
48535,TX,Gonzales County,364.2,Overall,White,"(29.460268, -97.498962)"
48536,TX,Gray County,458.0,Overall,White,"(35.403598, -100.813885)"
48537,TX,Grayson County,362.4,Overall,White,"(33.629885, -96.670432)"
48538,TX,Gregg County,414.7,Overall,White,"(32.47925, -94.816827)"
48539,TX,Grimes County,394.9,Overall,White,"(30.550013, -95.987077)"
48540,TX,Guadalupe County,349.2,Overall,White,"(29.586354, -97.955007)"
48541,TX,Hale County,376.0,Overall,White,"(34.07355, -101.824583)"
48542,TX,Hall County,411.1,Overall,White,"(34.530892, -100.682762)"
48543,TX,Hamilton County,384.5,Overall,White,"(31.709702, -98.105626)"
48544,TX,Hansford County,513.1,Overall,White,"(36.272685, -101.354268)"
48545,TX,Hardeman County,418.8,Overall,White,"(34.291164, -99.747749)"
48546,TX,Hardin County,439.1,Overall,White,"(30.332636, -94.390874)"
48547,TX,Harris County,337.2,Overall,White,"(29.861852, -95.396028)"
48548,TX,Harrison County,366.6,Overall,White,"(32.546804, -94.369614)"
48549,TX,Hartley County,449.9,Overall,White,"(35.839507, -102.595685)"
48550,TX,Haskell County,409.8,Overall,White,"(33.178429, -99.728483)"
48551,TX,Hays County,265.0,Overall,White,"(30.053491, -98.039671)"
48552,TX,Hemphill County,392.4,Overall,White,"(35.839372, -100.269797)"
48553,TX,Henderson County,491.8,Overall,White,"(32.217069, -95.849923)"
48554,TX,Hidalgo County,243.8,Overall,White,"(26.401894, -98.191207)"
48555,TX,Hill County,362.0,Overall,White,"(31.999269, -97.132724)"
48556,TX,Hockley County,358.8,Overall,White,"(33.611216, -102.338)"
48557,TX,Hood County,341.0,Overall,White,"(32.432427, -97.829824)"
48558,TX,Hopkins County,448.4,Overall,White,"(33.153071, -95.561345)"
48559,TX,Houston County,414.4,Overall,White,"(31.324204, -95.42149)"
48560,TX,Howard County,600.9,Overall,White,"(32.30616, -101.435127)"
48561,TX,Hudspeth County,368.9,Overall,White,"(31.458315, -105.390813)"
48562,TX,Hunt County,442.8,Overall,White,"(33.127424, -96.078751)"
48563,TX,Hutchinson County,605.3,Overall,White,"(35.841282, -101.353978)"
48564,TX,Irion County,294.7,Overall,White,"(31.307685, -100.981592)"
48565,TX,Jack County,468.9,Overall,White,"(33.235266, -98.170181)"
48566,TX,Jackson County,320.9,Overall,White,"(28.947688, -96.577005)"
48567,TX,Jasper County,438.7,Overall,White,"(30.747838, -94.023567)"
48568,TX,Jeff Davis County,336.4,Overall,White,"(30.716808, -104.142495)"
48569,TX,Jefferson County,436.5,Overall,White,"(29.884669, -94.176312)"
48570,TX,Jim Hogg County,274.5,Overall,White,"(27.049069, -98.707777)"
48571,TX,Jim Wells County,398.3,Overall,White,"(27.731824, -98.095607)"
48572,TX,Johnson County,366.0,Overall,White,"(32.383983, -97.366658)"
48573,TX,Jones County,480.9,Overall,White,"(32.740283, -99.881124)"
48574,TX,Karnes County,389.5,Overall,White,"(28.907883, -97.861794)"
48575,TX,Kaufman County,458.8,Overall,White,"(32.605661, -96.286922)"
48576,TX,Kendall County,317.1,Overall,White,"(29.94735, -98.719345)"
48577,TX,Kenedy County,264.1,Overall,White,"(26.92722, -97.729018)"
48578,TX,Kent County,382.8,Overall,White,"(33.173248, -100.783289)"
48579,TX,Kerr County,302.8,Overall,White,"(30.067209, -99.352759)"
48580,TX,Kimble County,317.3,Overall,White,"(30.48811, -99.749908)"
48581,TX,King County,394.6,Overall,White,"(33.616046, -100.259276)"
48582,TX,Kinney County,310.4,Overall,White,"(29.348653, -100.420371)"
48583,TX,Kleberg County,363.2,Overall,White,"(27.43916, -97.733262)"
48584,TX,Knox County,386.6,Overall,White,"(33.60522, -99.74123)"
48585,TX,Lamar County,454.2,Overall,White,"(33.671811, -95.56629)"
48586,TX,Lamb County,368.3,Overall,White,"(34.071557, -102.347073)"
48587,TX,Lampasas County,329.8,Overall,White,"(31.201367, -98.244976)"
48588,TX,La Salle County,396.1,Overall,White,"(28.343008, -99.100944)"
48589,TX,Lavaca County,353.4,Overall,White,"(29.386516, -96.935619)"
48590,TX,Lee County,348.6,Overall,White,"(30.318842, -96.972498)"
48591,TX,Leon County,326.9,Overall,White,"(31.302035, -95.994996)"
48592,TX,Liberty County,542.9,Overall,White,"(30.155052, -94.81795)"
48593,TX,Limestone County,372.2,Overall,White,"(31.55385, -96.581945)"
48594,TX,Lipscomb County,377.6,Overall,White,"(36.274267, -100.272783)"
48595,TX,Live Oak County,400.6,Overall,White,"(28.35048, -98.129854)"
48596,TX,Llano County,278.1,Overall,White,"(30.710191, -98.681978)"
48597,TX,Loving County,454.6,Overall,White,"(31.856645, -103.584539)"
48598,TX,Lubbock County,360.0,Overall,White,"(33.613697, -101.820878)"
48599,TX,Lynn County,357.7,Overall,White,"(33.172235, -101.817157)"
48600,TX,McCulloch County,379.9,Overall,White,"(31.200207, -99.34505)"
48601,TX,McLennan County,345.0,Overall,White,"(31.557737, -97.200857)"
48602,TX,McMullen County,399.4,Overall,White,"(28.349934, -98.573623)"
48603,TX,Madison County,403.3,Overall,White,"(30.973659, -95.926008)"
48604,TX,Marion County,380.0,Overall,White,"(32.799676, -94.36013)"
48605,TX,Martin County,449.5,Overall,White,"(32.306634, -101.952)"
48606,TX,Mason County,278.7,Overall,White,"(30.722288, -99.224221)"
48607,TX,Matagorda County,375.8,Overall,White,"(28.870504, -95.987045)"
48608,TX,Maverick County,291.6,Overall,White,"(28.741641, -100.315886)"
48609,TX,Medina County,370.7,Overall,White,"(29.357539, -99.11094)"
48610,TX,Menard County,299.9,Overall,White,"(30.893596, -99.820244)"
48611,TX,Midland County,352.3,Overall,White,"(31.870648, -102.032206)"
48612,TX,Milam County,297.4,Overall,White,"(30.796601, -96.980023)"
48613,TX,Mills County,404.4,Overall,White,"(31.50143, -98.592878)"
48614,TX,Mitchell County,572.9,Overall,White,"(32.306972, -100.919542)"
48615,TX,Montague County,470.7,Overall,White,"(33.677183, -97.721643)"
48616,TX,Montgomery County,343.8,Overall,White,"(30.305575, -95.50759)"
48617,TX,Moore County,497.5,Overall,White,"(35.840361, -101.892621)"
48618,TX,Morris County,442.9,Overall,White,"(33.124358, -94.735835)"
48619,TX,Motley County,397.5,Overall,White,"(34.077396, -100.784437)"
48620,TX,Nacogdoches County,368.2,Overall,White,"(31.619589, -94.617305)"
48621,TX,Navarro County,407.1,Overall,White,"(32.056032, -96.470082)"
48622,TX,Newton County,510.7,Overall,White,"(30.785381, -93.743083)"
48623,TX,Nolan County,515.0,Overall,White,"(32.303967, -100.410557)"
48624,TX,Nueces County,320.0,Overall,White,"(27.726025, -97.635938)"
48625,TX,Ochiltree County,686.9,Overall,White,"(36.272365, -100.815124)"
48626,TX,Oldham County,432.3,Overall,White,"(35.401172, -102.591559)"
48627,TX,Orange County,484.3,Overall,White,"(30.127906, -93.895247)"
48628,TX,Palo Pinto County,514.6,Overall,White,"(32.756222, -98.306908)"
48629,TX,Panola County,365.1,Overall,White,"(32.160728, -94.303631)"
48630,TX,Parker County,344.6,Overall,White,"(32.779165, -97.799359)"
48631,TX,Parmer County,366.6,Overall,White,"(34.528624, -102.773467)"
48632,TX,Pecos County,448.0,Overall,White,"(30.786084, -102.731631)"
48633,TX,Polk County,550.2,Overall,White,"(30.794672, -94.830263)"
48634,TX,Potter County,512.6,Overall,White,"(35.405302, -101.891389)"
48635,TX,Presidio County,311.8,Overall,White,"(30.000968, -104.235765)"
48636,TX,Rains County,447.7,Overall,White,"(32.873701, -95.786222)"
48637,TX,Randall County,374.5,Overall,White,"(34.965684, -101.897576)"
48638,TX,Reagan County,359.4,Overall,White,"(31.370691, -101.522099)"
48639,TX,Real County,308.2,Overall,White,"(29.838543, -99.830097)"
48640,TX,Red River County,513.5,Overall,White,"(33.627931, -95.045537)"
48641,TX,Reeves County,451.6,Overall,White,"(31.328736, -103.692762)"
48642,TX,Refugio County,354.5,Overall,White,"(28.32063, -97.160159)"
48643,TX,Roberts County,556.0,Overall,White,"(35.841866, -100.815135)"
48644,TX,Robertson County,357.1,Overall,White,"(31.034375, -96.513682)"
48645,TX,Rockwall County,285.7,Overall,White,"(32.905425, -96.406299)"
48646,TX,Runnels County,388.5,Overall,White,"(31.834649, -99.975376)"
48647,TX,Rusk County,442.2,Overall,White,"(32.110433, -94.765421)"
48648,TX,Sabine County,443.2,Overall,White,"(31.345641, -93.850026)"
48649,TX,San Augustine County,385.9,Overall,White,"(31.399034, -94.170321)"
48650,TX,San Jacinto County,388.9,Overall,White,"(30.583279, -95.168748)"
48651,TX,San Patricio County,360.5,Overall,White,"(28.003671, -97.511283)"
48652,TX,San Saba County,311.3,Overall,White,"(31.158407, -98.817279)"
48653,TX,Schleicher County,304.0,Overall,White,"(30.892459, -100.537075)"
48654,TX,Scurry County,356.8,Overall,White,"(32.73961, -100.917806)"
48655,TX,Shackelford County,426.4,Overall,White,"(32.739298, -99.355198)"
48656,TX,Shelby County,445.6,Overall,White,"(31.794184, -94.142352)"
48657,TX,Sherman County,536.8,Overall,White,"(36.272059, -101.893541)"
48658,TX,Smith County,439.9,Overall,White,"(32.377685, -95.270483)"
48659,TX,Somervell County,366.5,Overall,White,"(32.226978, -97.772446)"
48660,TX,Starr County,228.2,Overall,White,"(26.565759, -98.749657)"
48661,TX,Stephens County,445.0,Overall,White,"(32.737809, -98.833384)"
48662,TX,Sterling County,359.8,Overall,White,"(31.833036, -101.051409)"
48663,TX,Stonewall County,470.3,Overall,White,"(33.175961, -100.255465)"
48664,TX,Sutton County,302.6,Overall,White,"(30.493286, -100.538026)"
48665,TX,Swisher County,373.9,Overall,White,"(34.530892, -101.731801)"
48666,TX,Tarrant County,325.7,Overall,White,"(32.776215, -97.286653)"
48667,TX,Taylor County,410.1,Overall,White,"(32.301345, -99.892274)"
48668,TX,Terrell County,450.2,Overall,White,"(30.233267, -102.079592)"
48669,TX,Terry County,356.1,Overall,White,"(33.170742, -102.331846)"
48670,TX,Throckmorton County,393.1,Overall,White,"(33.178779, -99.208866)"
48671,TX,Titus County,432.2,Overall,White,"(33.221409, -94.964483)"
48672,TX,Tom Green County,248.0,Overall,White,"(31.407797, -100.464066)"
48673,TX,Travis County,231.0,Overall,White,"(30.334783, -97.788007)"
48674,TX,Trinity County,452.1,Overall,White,"(31.092163, -95.136108)"
48675,TX,Tyler County,433.1,Overall,White,"(30.770293, -94.374849)"
48676,TX,Upshur County,429.1,Overall,White,"(32.741323, -94.944141)"
48677,TX,Upton County,421.5,Overall,White,"(31.371874, -102.037382)"
48678,TX,Uvalde County,337.5,Overall,White,"(29.359795, -99.763448)"
48679,TX,Val Verde County,290.7,Overall,White,"(29.893424, -101.148194)"
48680,TX,Van Zandt County,456.0,Overall,White,"(32.569053, -95.835594)"
48681,TX,Victoria County,286.5,Overall,White,"(28.795155, -96.973428)"
48682,TX,Walker County,303.2,Overall,White,"(30.747205, -95.574661)"
48683,TX,Waller County,344.2,Overall,White,"(30.012818, -95.994394)"
48684,TX,Ward County,549.5,Overall,White,"(31.514446, -103.100004)"
48685,TX,Washington County,320.8,Overall,White,"(30.220468, -96.406738)"
48686,TX,Webb County,293.0,Overall,White,"(27.762264, -99.337447)"
48687,TX,Wharton County,337.6,Overall,White,"(29.277618, -96.231817)"
48688,TX,Wheeler County,469.5,Overall,White,"(35.40249, -100.269358)"
48689,TX,Wichita County,372.7,Overall,White,"(33.985825, -98.702083)"
48690,TX,Wilbarger County,381.3,Overall,White,"(34.078681, -99.241511)"
48691,TX,Willacy County,256.6,Overall,White,"(26.471276, -97.682383)"
48692,TX,Williamson County,227.5,Overall,White,"(30.65376, -97.600993)"
48693,TX,Wilson County,366.8,Overall,White,"(29.176604, -98.093519)"
48694,TX,Winkler County,569.0,Overall,White,"(31.850587, -103.053204)"
48695,TX,Wise County,366.0,Overall,White,"(33.218652, -97.652229)"
48696,TX,Wood County,438.5,Overall,White,"(32.790863, -95.380149)"
48697,TX,Yoakum County,427.7,Overall,White,"(33.165632, -102.816631)"
48698,TX,Young County,455.5,Overall,White,"(33.176675, -98.684821)"
48699,TX,Zapata County,237.1,Overall,White,"(27.000684, -99.174828)"
48700,TX,Zavala County,372.3,Overall,White,"(28.866334, -99.76174)"
48701,TX,Anderson County,642.7,Male,White,"(31.818582, -95.653925)"
48702,TX,Andrews County,595.6,Male,White,"(32.302021, -102.632247)"
48703,TX,Angelina County,524.5,Male,White,"(31.258117, -94.613734)"
48704,TX,Aransas County,511.3,Male,White,"(28.120937, -96.991962)"
48705,TX,Archer County,495.5,Male,White,"(33.617932, -98.683651)"
48706,TX,Armstrong County,501.8,Male,White,"(34.965465, -101.357628)"
48707,TX,Atascosa County,473.6,Male,White,"(28.888644, -98.530393)"
48708,TX,Austin County,409.1,Male,White,"(29.88676, -96.2835)"
48709,TX,Bailey County,447.4,Male,White,"(34.067759, -102.819187)"
48710,TX,Bandera County,437.8,Male,White,"(29.754297, -99.258457)"
48711,TX,Bastrop County,417.8,Male,White,"(30.105996, -97.319446)"
48712,TX,Baylor County,480.7,Male,White,"(33.615467, -99.209649)"
48713,TX,Bee County,491.4,Male,White,"(28.411146, -97.743253)"
48714,TX,Bell County,414.9,Male,White,"(31.045863, -97.482712)"
48715,TX,Bexar County,468.0,Male,White,"(29.453009, -98.524606)"
48716,TX,Blanco County,343.8,Male,White,"(30.272461, -98.397174)"
48717,TX,Borden County,616.4,Male,White,"(32.73961, -101.432429)"
48718,TX,Bosque County,475.5,Male,White,"(31.905356, -97.634677)"
48719,TX,Bowie County,625.4,Male,White,"(33.448664, -94.416258)"
48720,TX,Brazoria County,448.2,Male,White,"(29.192432, -95.462105)"
48721,TX,Brazos County,392.0,Male,White,"(30.670047, -96.301543)"
48722,TX,Brewster County,419.4,Male,White,"(29.81452, -103.250155)"
48723,TX,Briscoe County,432.0,Male,White,"(34.529564, -101.208094)"
48724,TX,Brooks County,323.8,Male,White,"(27.037142, -98.227611)"
48725,TX,Brown County,530.4,Male,White,"(31.777174, -98.999606)"
48726,TX,Burleson County,449.1,Male,White,"(30.499639, -96.621876)"
48727,TX,Burnet County,345.0,Male,White,"(30.797542, -98.182888)"
48728,TX,Caldwell County,462.9,Male,White,"(29.840307, -97.629289)"
48729,TX,Calhoun County,451.2,Male,White,"(28.470103, -96.645264)"
48730,TX,Callahan County,528.5,Male,White,"(32.303606, -99.373446)"
48731,TX,Cameron County,334.7,Male,White,"(26.133588, -97.544803)"
48732,TX,Camp County,515.6,Male,White,"(32.981536, -94.975645)"
48733,TX,Carson County,520.2,Male,White,"(35.403924, -101.35697)"
